Ticker,Nazwa,Kwartały,ROE,ROA,Marża zysku operacyjnego,Marża zysku netto,Marża zysku ze sprzedaży,Marża zysku brutto,Marża zysku brutto ze sprzedaży,Rentowność operacyjna aktywów
KOGENERACJA,KOGENERA,2022/Q1,"3,39%","1,99%","4,58%","3,97%","3,44%","5,14%","9,80%","2,30%"
KOGENERACJA,KOGENERA,2022/Q2,"2,80%","1,70%","3,12%","3,18%","2,21%","4,13%","8,49%","1,68%"
KOGENERACJA,KOGENERA,2022/Q3,"3,54%","2,08%","3,45%","3,89%","2,62%","5,02%","8,81%","1,84%"
KOGENERACJA,KOGENERA,2022/Q4,"7,94%","4,24%","8,87%","8,25%","8,02%","10,46%","14,77%","4,55%"
KOGENERACJA,KOGENERA,2023/Q1,"13,74%","6,90%","14,06%","12,34%","13,38%","15,48%","27,94%","7,87%"
KOGENERACJA,KOGENERA,2023/Q2,"14,23%","8,12%","13,18%","11,46%","12,88%","14,38%","29,32%","9,34%"
KOGENERACJA,KOGENERA,2023/Q3,"13,97%","7,97%","12,15%","10,52%","12,18%","13,22%","30,44%","9,21%"
KOGENERACJA,KOGENERA,2023/Q4,"11,96%","5,42%","9,80%","8,08%","9,49%","10,17%","31,39%","6,57%"
KOGENERACJA,KOGENERA,2024/Q1,"7,88%","4,23%","7,40%","6,13%","7,01%","7,71%","23,49%","5,11%"
KOGENERACJA,KOGENERA,2024/Q2,"8,49%","4,87%","8,42%","7,09%","7,92%","8,88%","21,73%","5,78%"
KOGENERACJA,KOGENERA,2024/Q3,"8,42%","4,78%","8,36%","7,07%","7,86%","8,84%","19,10%","5,65%"
KOGENERACJA,KOGENERA,2024/Q4,"8,63%","4,26%","8,58%","7,89%","8,34%","9,83%","12,96%","4,64%"
KOGENERACJA,KOGENERA,2025/Q1,"7,79%","4,54%","8,18%","7,46%","8,13%","9,26%","12,79%","4,98%"
KOMPUTRONIK,KOMPUTRON,2006/Q4,"50,07%","10,51%","3,34%","2,57%","2,99%","3,19%","10,96%","13,66%"
KOMPUTRONIK,KOMPUTRON,2007/Q1,"49,76%","11,79%","3,05%","2,32%","2,68%","2,92%","11,08%","15,49%"
KOMPUTRONIK,KOMPUTRON,2007/Q2,"48,85%","10,33%","2,89%","2,13%","2,69%","2,66%","11,55%","14,01%"
KOMPUTRONIK,KOMPUTRON,2007/Q3,"11,75%","6,01%","2,48%","1,90%","2,41%","2,38%","11,74%","7,85%"
KOMPUTRONIK,KOMPUTRON,2007/Q4,"12,87%","5,62%","2,60%","1,99%","2,80%","2,51%","12,11%","7,35%"
KOMPUTRONIK,KOMPUTRON,2008/Q1,"14,60%","4,39%","2,66%","2,05%","3,00%","2,59%","12,65%","5,68%"
KOMPUTRONIK,KOMPUTRON,2008/Q2,"11,29%","4,28%","2,76%","1,93%","3,01%","2,53%","13,32%","6,12%"
KOMPUTRONIK,KOMPUTRON,2008/Q3,"8,66%","3,09%","2,09%","1,38%","2,31%","1,73%","13,56%","4,69%"
KOMPUTRONIK,KOMPUTRON,2008/Q4,"5,01%","1,72%","1,35%","0,74%","1,75%","0,81%","13,27%","3,11%"
KOMPUTRONIK,KOMPUTRON,2009/Q1,"4,29%","1,71%","1,11%","0,61%","1,43%","0,58%","13,08%","3,08%"
KOMPUTRONIK,KOMPUTRON,2009/Q2,"2,00%","0,78%","0,53%","0,28%","0,66%","-0,09%","12,78%","1,48%"
KOMPUTRONIK,KOMPUTRON,2009/Q3,"1,48%","0,51%","0,30%","0,20%","0,53%","-0,21%","12,68%","0,76%"
KOMPUTRONIK,KOMPUTRON,2009/Q4,"-2,00%","-0,76%","-0,37%","-0,23%","-0,21%","-0,65%","12,58%","-1,23%"
KOMPUTRONIK,KOMPUTRON,2010/Q1,"-4,97%","-1,80%","-0,65%","-0,56%","-0,56%","-1,05%","12,68%","-2,09%"
KOMPUTRONIK,KOMPUTRON,2010/Q2,"0,41%","0,13%","-0,92%","0,05%","-0,21%","-0,27%","12,69%","-2,61%"
KOMPUTRONIK,KOMPUTRON,2010/Q3,"2,95%","1,08%","0,44%","0,31%","0,23%","0,22%","12,13%","1,51%"
KOMPUTRONIK,KOMPUTRON,2010/Q4,"6,86%","2,54%","1,49%","0,95%","-0,29%","0,99%","11,46%","3,98%"
KOMPUTRONIK,KOMPUTRON,2011/Q1,"3,49%","1,28%","1,62%","0,44%","-0,35%","0,56%","10,72%","4,72%"
KOMPUTRONIK,KOMPUTRON,2011/Q2,"6,45%","2,28%","2,75%","0,83%","0,14%","1,16%","10,52%","7,59%"
KOMPUTRONIK,KOMPUTRON,2011/Q3,"14,26%","4,87%","3,19%","1,95%","1,61%","2,40%","12,14%","7,96%"
KOMPUTRONIK,KOMPUTRON,2011/Q4,"9,22%","3,39%","2,13%","1,16%","1,77%","1,60%","12,09%","6,25%"
KOMPUTRONIK,KOMPUTRON,2012/Q1,"11,09%","4,09%","1,81%","1,34%","1,58%","1,67%","11,90%","5,54%"
KOMPUTRONIK,KOMPUTRON,2012/Q2,"5,22%","1,80%","1,32%","0,61%","1,23%","0,85%","11,41%","3,91%"
KOMPUTRONIK,KOMPUTRON,2012/Q3,"-0,54%","-0,17%","0,56%","-0,06%","0,45%","0,52%","9,75%","1,57%"
KOMPUTRONIK,KOMPUTRON,2012/Q4,"1,85%","0,61%","0,71%","0,19%","0,67%","0,29%","9,53%","2,27%"
KOMPUTRONIK,KOMPUTRON,2013/Q1,"6,28%","1,99%","1,11%","0,58%","1,15%","0,80%","9,46%","3,77%"
KOMPUTRONIK,KOMPUTRON,2013/Q2,"9,32%","2,72%","1,13%","0,79%","1,11%","0,68%","8,83%","3,89%"
KOMPUTRONIK,KOMPUTRON,2013/Q3,"15,21%","4,63%","1,09%","1,34%","1,05%","0,35%","8,49%","3,77%"
KOMPUTRONIK,KOMPUTRON,2013/Q4,"16,24%","5,17%","1,23%","1,39%","1,25%","0,76%","8,13%","4,58%"
KOMPUTRONIK,KOMPUTRON,2014/Q1,"16,91%","5,52%","1,24%","1,38%","1,28%","0,80%","7,76%","4,96%"
KOMPUTRONIK,KOMPUTRON,2014/Q2,"17,02%","5,13%","1,40%","1,34%","1,42%","1,06%","7,78%","5,36%"
KOMPUTRONIK,KOMPUTRON,2014/Q3,"13,17%","4,11%","1,61%","1,00%","1,65%","1,19%","7,95%","6,65%"
KOMPUTRONIK,KOMPUTRON,2014/Q4,"12,61%","3,65%","1,40%","0,92%","1,41%","1,16%","7,59%","5,54%"
KOMPUTRONIK,KOMPUTRON,2015/Q1,"12,69%","3,80%","1,36%","0,91%","1,38%","1,14%","7,58%","5,68%"
KOMPUTRONIK,KOMPUTRON,2015/Q2,"10,16%","2,85%","1,09%","0,73%","1,14%","0,93%","7,59%","4,22%"
KOMPUTRONIK,KOMPUTRON,2015/Q3,"6,07%","1,73%","0,64%","0,45%","0,67%","0,63%","7,45%","2,44%"
KOMPUTRONIK,KOMPUTRON,2015/Q4,"6,98%","2,17%","0,76%","0,57%","0,90%","0,72%","8,53%","2,89%"
KOMPUTRONIK,KOMPUTRON,2016/Q1,"6,07%","1,85%","0,72%","0,52%","0,87%","0,68%","8,93%","2,53%"
KOMPUTRONIK,KOMPUTRON,2016/Q2,"7,49%","2,25%","0,81%","0,64%","0,95%","0,77%","9,36%","2,84%"
KOMPUTRONIK,KOMPUTRON,2016/Q3,"7,70%","2,30%","1,02%","0,69%","1,17%","0,83%","9,87%","3,39%"
KOMPUTRONIK,KOMPUTRON,2016/Q4,"7,17%","2,25%","1,16%","0,66%","1,09%","0,80%","9,66%","3,97%"
KOMPUTRONIK,KOMPUTRON,2017/Q1,"6,74%","1,94%","1,12%","0,62%","1,01%","0,75%","10,12%","3,49%"
KOMPUTRONIK,KOMPUTRON,2017/Q2,"6,66%","2,09%","1,21%","0,63%","1,12%","0,80%","10,20%","3,97%"
KOMPUTRONIK,KOMPUTRON,2017/Q3,"6,71%","2,03%","1,05%","0,63%","1,02%","0,77%","10,26%","3,37%"
KOMPUTRONIK,KOMPUTRON,2017/Q4,"-23,21%","-7,00%","0,47%","-1,84%","0,73%","-1,76%","10,82%","1,78%"
KOMPUTRONIK,KOMPUTRON,2018/Q1,"-24,83%","-7,32%","0,38%","-1,95%","0,68%","-1,87%","10,86%","1,41%"
KOMPUTRONIK,KOMPUTRON,2018/Q2,"-24,11%","-7,02%","0,43%","-1,91%","0,77%","-1,80%","11,13%","1,58%"
KOMPUTRONIK,KOMPUTRON,2018/Q3,"-22,58%","-6,67%","0,60%","-1,89%","0,86%","-1,70%","11,56%","2,12%"
KOMPUTRONIK,KOMPUTRON,2018/Q4,"4,82%","1,49%","0,83%","0,40%","0,88%","0,54%","11,29%","3,12%"
KOMPUTRONIK,KOMPUTRON,2019/Q1,"1,59%","0,47%","0,47%","0,13%","0,46%","0,21%","11,17%","1,70%"
KOMPUTRONIK,KOMPUTRON,2019/Q2,"-6,35%","-1,82%","-0,04%","-0,51%","-0,12%","-0,58%","10,94%","-0,15%"
KOMPUTRONIK,KOMPUTRON,2019/Q3,"-9,65%","-2,84%","-0,27%","-0,82%","-0,35%","-0,90%","10,90%","-0,93%"
KOMPUTRONIK,KOMPUTRON,2019/Q4,"-103,67%","-18,81%","-3,06%","-5,07%","-2,22%","-5,56%","9,94%","-11,35%"
KOMPUTRONIK,KOMPUTRON,2020/Q1,"-92,19%","-17,64%","-2,56%","-4,86%","-1,81%","-5,22%","10,35%","-9,31%"
KOMPUTRONIK,KOMPUTRON,2020/Q2,"-78,64%","-14,49%","-2,44%","-4,58%","-1,57%","-4,90%","10,78%","-7,73%"
KOMPUTRONIK,KOMPUTRON,2020/Q3,"-70,25%","-13,91%","-2,25%","-4,41%","-0,40%","-4,69%","11,59%","-7,11%"
KOMPUTRONIK,KOMPUTRON,2020/Q4,"9,72%","1,98%","1,51%","0,60%","2,31%","1,78%","13,15%","4,99%"
KOMPUTRONIK,KOMPUTRON,2021/Q1,"10,08%","2,10%","1,55%","0,59%","2,62%","1,69%","13,33%","5,47%"
KOMPUTRONIK,KOMPUTRON,2021/Q2,"7,57%","1,54%","1,64%","0,42%","2,94%","1,52%","13,59%","6,06%"
KOMPUTRONIK,KOMPUTRON,2021/Q3,"11,45%","2,56%","1,83%","0,67%","2,32%","1,74%","13,21%","6,95%"
KOMPUTRONIK,KOMPUTRON,2021/Q4,"13,72%","3,16%","1,69%","0,82%","1,95%","1,16%","12,81%","6,49%"
KOMPUTRONIK,KOMPUTRON,2022/Q1,"13,31%","3,14%","1,47%","0,81%","1,56%","1,09%","12,57%","5,65%"
KOMPUTRONIK,KOMPUTRON,2022/Q2,"24,66%","6,11%","1,48%","1,65%","1,28%","2,00%","12,12%","5,50%"
KOMPUTRONIK,KOMPUTRON,2022/Q3,"61,11%","32,05%","6,99%","8,79%","0,82%","9,08%","11,70%","25,50%"
KOMPUTRONIK,KOMPUTRON,2022/Q4,"58,40%","31,21%","6,51%","8,12%","0,56%","8,41%","11,45%","25,02%"
KOMPUTRONIK,KOMPUTRON,2023/Q1,"57,20%","32,65%","6,33%","7,93%","0,30%","8,16%","11,44%","26,07%"
KOMPUTRONIK,KOMPUTRON,2023/Q2,"50,35%","26,94%","6,01%","7,25%","-0,32%","7,29%","11,18%","22,34%"
KOMPUTRONIK,KOMPUTRON,2023/Q3,"-4,12%","-2,17%","-0,08%","-0,62%","-0,17%","-0,56%","11,60%","-0,27%"
KOMPUTRONIK,KOMPUTRON,2023/Q4,"-1,79%","-0,94%","0,12%","-0,28%","0,02%","-0,29%","12,02%","0,41%"
KOMPUTRONIK,KOMPUTRON,2024/Q1,"-2,75%","-1,46%","0,13%","-0,41%","0,07%","-0,40%","11,99%","0,45%"
KOMPUTRONIK,KOMPUTRON,2024/Q2,"-3,40%","-1,80%","0,21%","-0,50%","0,13%","-0,44%","12,26%","0,77%"
KOMPUTRONIK,KOMPUTRON,2024/Q3,"-3,99%","-2,07%","-0,03%","-0,57%","-0,12%","-0,57%","11,82%","-0,10%"
KOMPUTRONIK,KOMPUTRON,2024/Q4,"-6,64%","-3,42%","-0,38%","-0,94%","-0,49%","-0,95%","11,67%","-1,39%"
KPD,KPPD,2004/Q4,"19,93%","8,09%","5,66%","3,60%","5,88%","4,61%","24,08%","12,72%"
KPD,KPPD,2005/Q4,"6,68%","2,67%","2,90%","1,34%","3,09%","1,84%","21,71%","5,78%"
KPD,KPPD,2006/Q1,"4,83%","1,96%","2,25%","0,97%","2,46%","1,39%","20,84%","4,53%"
KPD,KPPD,2006/Q2,"6,18%","2,53%","2,53%","1,28%","2,57%","1,76%","20,60%","5,00%"
KPD,KPPD,2006/Q3,"7,68%","3,31%","2,82%","1,59%","2,86%","2,14%","20,71%","5,89%"
KPD,KPPD,2006/Q4,"12,48%","5,64%","4,01%","2,63%","3,19%","3,37%","21,48%","8,60%"
KPD,KPPD,2007/Q1,"18,03%","8,30%","5,58%","3,93%","4,73%","4,97%","23,22%","11,78%"
KPD,KPPD,2007/Q2,"23,05%","10,91%","6,82%","5,20%","5,75%","6,53%","24,78%","14,33%"
KPD,KPPD,2007/Q3,"26,70%","13,07%","8,07%","6,22%","7,05%","7,80%","25,98%","16,97%"
KPD,KPPD,2007/Q4,"26,07%","12,94%","7,80%","6,18%","7,47%","7,75%","26,62%","16,34%"
KPD,KPPD,2008/Q1,"24,22%","12,21%","7,33%","6,02%","6,96%","7,56%","25,82%","14,88%"
KPD,KPPD,2008/Q2,"15,86%","7,80%","5,05%","3,87%","5,11%","4,94%","23,40%","10,18%"
KPD,KPPD,2008/Q3,"4,37%","2,12%","1,68%","1,08%","1,80%","1,50%","20,42%","3,30%"
KPD,KPPD,2008/Q4,"-11,34%","-5,03%","-0,54%","-2,71%","-0,11%","-3,19%","18,49%","-1,00%"
KPD,KPPD,2009/Q1,"-23,34%","-10,00%","-2,52%","-5,83%","-1,81%","-7,04%","17,21%","-4,32%"
KPD,KPPD,2009/Q2,"-17,75%","-8,08%","-1,56%","-4,81%","-1,01%","-5,80%","18,52%","-2,63%"
KPD,KPPD,2009/Q3,"-11,58%","-5,52%","0,15%","-3,19%","0,68%","-3,82%","19,93%","0,25%"
KPD,KPPD,2009/Q4,"-2,46%","-1,15%","0,85%","-0,65%","1,13%","-0,69%","20,47%","1,50%"
KPD,KPPD,2010/Q1,"0,68%","0,30%","0,75%","0,18%","0,93%","0,33%","20,29%","1,28%"
KPD,KPPD,2010/Q2,"-2,23%","-1,01%","0,08%","-0,59%","0,22%","-0,64%","19,31%","0,14%"
KPD,KPPD,2010/Q3,"-1,72%","-0,83%","0,60%","-0,44%","0,75%","-0,44%","19,64%","1,12%"
KPD,KPPD,2010/Q4,"-3,50%","-1,68%","0,04%","-0,85%","-0,08%","-0,93%","18,31%","0,08%"
KPD,KPPD,2011/Q1,"0,92%","0,42%","1,20%","0,22%","0,76%","0,39%","18,65%","2,26%"
KPD,KPPD,2011/Q2,"1,55%","0,69%","1,50%","0,37%","1,18%","0,58%","18,62%","2,82%"
KPD,KPPD,2011/Q3,"1,34%","0,60%","1,46%","0,31%","1,18%","0,48%","18,50%","2,80%"
KPD,KPPD,2011/Q4,"6,44%","2,78%","2,70%","1,46%","2,60%","1,88%","19,67%","5,14%"
KPD,KPPD,2012/Q1,"7,66%","3,34%","2,97%","1,77%","2,49%","2,26%","19,23%","5,63%"
KPD,KPPD,2012/Q2,"8,53%","3,84%","3,17%","2,00%","2,54%","2,53%","19,15%","6,11%"
KPD,KPPD,2012/Q3,"8,13%","3,71%","2,88%","1,92%","2,20%","2,43%","18,92%","5,58%"
KPD,KPPD,2012/Q4,"7,23%","3,24%","2,73%","1,73%","1,91%","2,22%","18,61%","5,10%"
KPD,KPPD,2013/Q1,"4,77%","2,09%","2,12%","1,19%","1,78%","1,56%","18,82%","3,73%"
KPD,KPPD,2013/Q2,"5,50%","2,46%","2,23%","1,43%","1,97%","1,70%","19,27%","3,83%"
KPD,KPPD,2013/Q3,"5,63%","2,60%","2,20%","1,44%","2,03%","1,70%","19,19%","3,98%"
KPD,KPPD,2013/Q4,"6,78%","3,20%","2,47%","1,72%","2,42%","2,04%","19,04%","4,60%"
KPD,KPPD,2014/Q1,"8,75%","3,92%","3,05%","2,22%","3,01%","2,66%","19,20%","5,38%"
KPD,KPPD,2014/Q2,"9,78%","4,61%","3,23%","2,50%","3,23%","2,85%","19,09%","5,95%"
KPD,KPPD,2014/Q3,"8,08%","3,93%","2,96%","1,98%","2,91%","2,54%","18,29%","5,87%"
KPD,KPPD,2014/Q4,"6,49%","3,24%","2,51%","1,54%","2,85%","1,97%","17,77%","5,29%"
KPD,KPPD,2015/Q1,"4,74%","2,24%","1,80%","1,14%","2,39%","1,48%","17,09%","3,53%"
KPD,KPPD,2015/Q2,"1,29%","0,64%","1,08%","0,31%","1,63%","0,75%","16,19%","2,19%"
KPD,KPPD,2015/Q3,"0,22%","0,11%","0,49%","0,05%","1,16%","0,14%","16,01%","0,98%"
KPD,KPPD,2015/Q4,"3,04%","1,44%","1,84%","0,76%","1,28%","1,57%","16,24%","3,49%"
KPD,KPPD,2016/Q1,"4,04%","1,88%","2,41%","1,05%","1,28%","1,95%","16,35%","4,33%"
KPD,KPPD,2016/Q2,"6,38%","3,18%","3,37%","1,72%","2,09%","2,78%","16,92%","6,23%"
KPD,KPPD,2016/Q3,"6,61%","3,30%","3,20%","1,77%","1,93%","2,82%","16,78%","5,97%"
KPD,KPPD,2016/Q4,"4,84%","2,28%","2,13%","1,28%","1,74%","1,68%","16,49%","3,79%"
KPD,KPPD,2017/Q1,"2,88%","1,34%","1,33%","0,75%","1,34%","1,03%","16,03%","2,37%"
KPD,KPPD,2017/Q2,"1,96%","0,97%","0,89%","0,52%","0,65%","0,74%","15,63%","1,66%"
KPD,KPPD,2017/Q3,"3,65%","1,80%","1,64%","0,94%","1,27%","1,27%","15,71%","3,13%"
KPD,KPPD,2017/Q4,"5,68%","2,77%","2,04%","1,46%","1,52%","1,90%","16,16%","3,88%"
KPD,KPPD,2018/Q1,"7,39%","3,67%","2,79%","1,93%","2,22%","2,48%","16,67%","5,30%"
KPD,KPPD,2018/Q2,"9,27%","4,89%","3,61%","2,50%","3,29%","3,18%","17,41%","7,06%"
KPD,KPPD,2018/Q3,"9,35%","4,84%","3,39%","2,50%","3,11%","3,17%","17,67%","6,56%"
KPD,KPPD,2018/Q4,"9,65%","5,06%","3,70%","2,64%","3,47%","3,34%","17,80%","7,10%"
KPD,KPPD,2019/Q1,"9,60%","4,79%","3,71%","2,68%","3,62%","3,39%","18,24%","6,64%"
KPD,KPPD,2019/Q2,"7,11%","3,61%","2,74%","2,05%","2,64%","2,60%","17,40%","4,83%"
KPD,KPPD,2019/Q3,"5,01%","2,52%","2,22%","1,40%","2,27%","1,81%","17,04%","4,00%"
KPD,KPPD,2019/Q4,"3,60%","1,87%","1,64%","1,04%","1,66%","1,35%","16,37%","2,97%"
KPD,KPPD,2020/Q1,"1,94%","1,00%","1,26%","0,57%","0,99%","0,75%","15,62%","2,23%"
KPD,KPPD,2020/Q2,"3,79%","2,04%","1,89%","1,16%","1,02%","1,48%","16,04%","3,33%"
KPD,KPPD,2020/Q3,"7,62%","4,27%","3,22%","2,29%","1,10%","2,87%","16,36%","6,01%"
KPD,KPPD,2020/Q4,"8,91%","5,12%","3,87%","2,64%","1,80%","3,34%","17,10%","7,49%"
KPD,KPPD,2021/Q1,"11,58%","6,51%","4,76%","3,50%","2,65%","4,40%","17,76%","8,85%"
KPD,KPPD,2021/Q2,"14,29%","8,43%","5,63%","4,32%","3,96%","5,41%","19,15%","10,97%"
KPD,KPPD,2021/Q3,"21,97%","13,35%","8,59%","6,74%","7,78%","8,39%","22,44%","17,02%"
KPD,KPPD,2021/Q4,"27,10%","17,35%","10,56%","8,41%","9,97%","10,44%","25,04%","21,78%"
KPD,KPPD,2022/Q1,"34,48%","21,92%","13,63%","11,01%","13,26%","13,65%","28,24%","27,14%"
KPD,KPPD,2022/Q2,"39,46%","27,03%","16,14%","12,90%","15,89%","15,99%","30,02%","33,80%"
KPD,KPPD,2022/Q3,"34,40%","25,38%","14,85%","11,90%","14,92%","14,76%","28,99%","31,66%"
KPD,KPPD,2022/Q4,"29,51%","22,14%","13,63%","11,11%","13,81%","13,80%","27,59%","27,15%"
KPD,KPPD,2023/Q1,"20,73%","15,65%","10,48%","8,56%","10,96%","10,65%","24,56%","19,17%"
KPD,KPPD,2023/Q2,"6,83%","4,80%","3,64%","3,06%","4,70%","3,88%","19,04%","5,72%"
KPD,KPPD,2023/Q3,"-4,95%","-3,40%","-2,08%","-2,15%","-0,68%","-1,87%","14,25%","-3,28%"
KPD,KPPD,2023/Q4,"-11,75%","-7,94%","-6,02%","-5,08%","-4,42%","-6,18%","10,45%","-9,41%"
KPD,KPPD,2024/Q1,"-22,70%","-14,64%","-11,29%","-9,96%","-10,02%","-11,66%","5,69%","-16,58%"
KPD,KPPD,2024/Q2,"-25,24%","-15,75%","-11,73%","-10,78%","-10,87%","-12,27%","5,01%","-17,16%"
KPD,KPPD,2024/Q3,"-27,95%","-16,92%","-11,43%","-10,61%","-10,87%","-12,00%","5,26%","-18,24%"
KPD,KPPD,2024/Q4,"-40,29%","-23,98%","-12,47%","-13,54%","-10,75%","-13,12%","4,68%","-22,08%"
KPD,KPPD,2025/Q1,"-39,91%","-22,33%","-11,25%","-12,67%","-10,31%","-11,87%","4,81%","-19,83%"
KINO-POLSKA-TV,KINOPOL,2007/Q4,"72,36%","21,39%","21,84%","17,55%","21,70%","19,65%","53,74%","26,60%"
KINO-POLSKA-TV,KINOPOL,2008/Q4,"56,38%","26,55%","26,93%","26,36%","26,89%","25,72%","53,02%","27,13%"
KINO-POLSKA-TV,KINOPOL,2009/Q4,"53,42%","29,27%","21,34%","17,26%","22,15%","20,49%","39,67%","36,18%"
KINO-POLSKA-TV,KINOPOL,2010/Q4,"47,45%","34,66%","23,16%","21,35%","22,58%","25,46%","41,38%","37,59%"
KINO-POLSKA-TV,KINOPOL,2011/Q1,"43,72%","27,05%","20,00%","18,55%","19,56%","21,86%","35,46%","29,16%"
KINO-POLSKA-TV,KINOPOL,2011/Q2,"15,30%","13,18%","14,68%","14,50%","14,68%","16,48%","28,69%","13,34%"
KINO-POLSKA-TV,KINOPOL,2011/Q3,"14,64%","13,28%","12,38%","12,38%","12,43%","14,14%","24,16%","13,29%"
KINO-POLSKA-TV,KINOPOL,2011/Q4,"12,69%","11,54%","11,57%","9,89%","11,65%","11,98%","20,21%","13,50%"
KINO-POLSKA-TV,KINOPOL,2012/Q1,"12,87%","11,46%","11,97%","10,02%","12,01%","12,24%","19,53%","13,68%"
KINO-POLSKA-TV,KINOPOL,2012/Q2,"21,66%","18,64%","16,15%","13,51%","16,39%","16,64%","22,22%","22,28%"
KINO-POLSKA-TV,KINOPOL,2012/Q3,"21,75%","19,99%","17,04%","13,76%","17,47%","16,99%","22,66%","24,76%"
KINO-POLSKA-TV,KINOPOL,2012/Q4,"20,76%","17,85%","16,51%","12,91%","17,79%","16,13%","24,08%","22,83%"
KINO-POLSKA-TV,KINOPOL,2013/Q1,"24,06%","20,02%","16,97%","13,99%","18,22%","16,96%","24,81%","24,29%"
KINO-POLSKA-TV,KINOPOL,2013/Q2,"25,84%","18,69%","16,40%","14,23%","17,92%","16,31%","25,25%","21,55%"
KINO-POLSKA-TV,KINOPOL,2013/Q3,"24,49%","20,42%","15,87%","14,18%","17,40%","15,62%","24,82%","22,86%"
KINO-POLSKA-TV,KINOPOL,2013/Q4,"25,79%","13,90%","18,64%","17,25%","17,45%","17,73%","25,41%","15,03%"
KINO-POLSKA-TV,KINOPOL,2014/Q1,"47,56%","34,79%","52,94%","49,76%","18,51%","50,94%","28,12%","37,01%"
KINO-POLSKA-TV,KINOPOL,2014/Q2,"46,85%","36,27%","53,09%","50,18%","17,01%","51,25%","27,78%","38,38%"
KINO-POLSKA-TV,KINOPOL,2014/Q3,"44,29%","35,73%","54,53%","48,33%","18,63%","51,85%","29,56%","40,31%"
KINO-POLSKA-TV,KINOPOL,2014/Q4,"17,42%","13,31%","15,75%","12,66%","20,66%","15,41%","35,81%","16,55%"
KINO-POLSKA-TV,KINOPOL,2015/Q1,"-27,59%","-22,02%","-18,75%","-20,56%","21,47%","-18,13%","37,61%","-20,07%"
KINO-POLSKA-TV,KINOPOL,2015/Q2,"-30,67%","-18,24%","-14,94%","-17,90%","23,03%","-14,67%","31,03%","-15,22%"
KINO-POLSKA-TV,KINOPOL,2015/Q3,"-22,47%","-17,66%","-13,53%","-13,52%","23,25%","-12,12%","29,57%","-17,69%"
KINO-POLSKA-TV,KINOPOL,2015/Q4,"23,02%","16,85%","19,37%","15,34%","21,94%","19,48%",,"21,28%"
KINO-POLSKA-TV,KINOPOL,2016/Q1,"22,33%","14,45%","18,85%","15,98%","20,10%","18,97%","15,43%","17,04%"
KINO-POLSKA-TV,KINOPOL,2016/Q2,"26,53%","12,13%","18,19%","15,12%","19,67%","18,26%",,"14,59%"
KINO-POLSKA-TV,KINOPOL,2016/Q3,"23,05%","11,69%","17,99%","14,11%","17,23%","17,86%",,"14,91%"
KINO-POLSKA-TV,KINOPOL,2016/Q4,"23,04%","11,72%","16,12%","13,44%","15,80%","15,76%",,"14,07%"
KINO-POLSKA-TV,KINOPOL,2017/Q1,"17,98%","9,35%","14,58%","10,64%","14,77%","13,98%",,"12,81%"
KINO-POLSKA-TV,KINOPOL,2017/Q2,"24,33%","9,55%","14,23%","10,42%","14,56%","13,45%",,"13,05%"
KINO-POLSKA-TV,KINOPOL,2017/Q3,"23,19%","10,11%","13,94%","10,40%","15,69%","13,16%",,"13,56%"
KINO-POLSKA-TV,KINOPOL,2017/Q4,"26,74%","12,88%","17,21%","12,90%","17,89%","16,26%",,"17,19%"
KINO-POLSKA-TV,KINOPOL,2018/Q1,"27,05%","13,20%","18,20%","13,47%","18,60%","17,24%",,"17,83%"
KINO-POLSKA-TV,KINOPOL,2018/Q2,"52,96%","21,93%","39,74%","35,12%","18,46%","38,49%",,"24,81%"
KINO-POLSKA-TV,KINOPOL,2018/Q3,"55,50%","22,04%","37,52%","32,80%","16,86%","36,05%",,"25,21%"
KINO-POLSKA-TV,KINOPOL,2018/Q4,"45,72%","17,41%","27,87%","24,32%","16,22%","26,27%",,"19,95%"
KINO-POLSKA-TV,KINOPOL,2019/Q1,"44,11%","16,83%","26,43%","23,08%","15,72%","24,63%",,"19,27%"
KINO-POLSKA-TV,KINOPOL,2019/Q2,"12,65%","4,91%","9,98%","6,04%","15,44%","8,27%",,"8,12%"
KINO-POLSKA-TV,KINOPOL,2019/Q3,"10,94%","4,15%","8,77%","5,22%","14,95%","7,09%",,"6,97%"
KINO-POLSKA-TV,KINOPOL,2019/Q4,"20,73%","8,25%","12,95%","9,20%","13,73%","11,54%",,"11,61%"
KINO-POLSKA-TV,KINOPOL,2020/Q1,"20,08%","8,02%","12,64%","9,01%","13,96%","11,25%",,"11,26%"
KINO-POLSKA-TV,KINOPOL,2020/Q2,"18,53%","7,90%","11,66%","8,60%","12,85%","10,37%",,"10,71%"
KINO-POLSKA-TV,KINOPOL,2020/Q3,"21,10%","9,36%","13,08%","9,96%","13,72%","12,10%",,"12,30%"
KINO-POLSKA-TV,KINOPOL,2020/Q4,"23,27%","11,82%","16,58%","12,86%","16,89%","15,61%",,"15,24%"
KINO-POLSKA-TV,KINOPOL,2021/Q1,"23,44%","12,26%","17,29%","13,41%","18,59%","16,65%",,"15,81%"
KINO-POLSKA-TV,KINOPOL,2021/Q2,"27,17%","15,74%","20,35%","16,04%","22,03%","19,88%",,"19,97%"
KINO-POLSKA-TV,KINOPOL,2021/Q3,"28,27%","17,51%","21,63%","17,39%","23,57%","21,19%",,"21,78%"
