Ticker,Nazwa,Kwartały,Udział zysku netto w przepływach operacyjnych,Wskaźnik źródeł finansowania inwestycji
MOL-MAGYAR-OLAJ,MOL,2021/Q2,"49,54%","116,49%"
MOL-MAGYAR-OLAJ,MOL,2021/Q3,"53,40%","110,07%"
MOL-MAGYAR-OLAJ,MOL,2021/Q4,"57,31%","74,60%"
MOL-MAGYAR-OLAJ,MOL,2022/Q1,"93,25%","79,75%"
MOL-MAGYAR-OLAJ,MOL,2022/Q2,"83,69%","55,20%"
MOL-MAGYAR-OLAJ,MOL,2022/Q3,"84,62%","69,91%"
MOL-MAGYAR-OLAJ,MOL,2022/Q4,"61,32%","84,65%"
MOL-MAGYAR-OLAJ,MOL,2023/Q1,"49,87%","100,60%"
MOL-MAGYAR-OLAJ,MOL,2023/Q2,"46,28%","157,28%"
MOL-MAGYAR-OLAJ,MOL,2023/Q3,"44,13%","122,64%"
MOL-MAGYAR-OLAJ,MOL,2023/Q4,"70,28%","134,62%"
MOL-MAGYAR-OLAJ,MOL,2024/Q1,"78,37%","147,42%"
MOL-MAGYAR-OLAJ,MOL,2024/Q2,"67,97%","171,41%"
MOL-MAGYAR-OLAJ,MOL,2024/Q3,"56,35%","80,20%"
MOL-MAGYAR-OLAJ,MOL,2024/Q4,"39,89%","104,54%"
MOL-MAGYAR-OLAJ,MOL,2025/Q1,"43,12%","111,53%"
MONNARI-TRADE,MONNARI,2006/Q4,"87,62%","83,78%"
MONNARI-TRADE,MONNARI,2007/Q1,"100,98%","45,74%"
MONNARI-TRADE,MONNARI,2007/Q2,"378,04%","69,81%"
MONNARI-TRADE,MONNARI,2007/Q3,"-1 309,60%","95,73%"
MONNARI-TRADE,MONNARI,2007/Q4,"-184,83%","94,33%"
MONNARI-TRADE,MONNARI,2008/Q1,"-403,27%","190,13%"
MONNARI-TRADE,MONNARI,2008/Q2,"-99,15%","120,69%"
MONNARI-TRADE,MONNARI,2008/Q3,"182,47%","9,47%"
MONNARI-TRADE,MONNARI,2008/Q4,"-217,56%","101,91%"
MONNARI-TRADE,MONNARI,2009/Q1,"-8 849,80%","100,63%"
MONNARI-TRADE,MONNARI,2009/Q2,"-659,09%","102,01%"
MONNARI-TRADE,MONNARI,2009/Q3,"-914,79%","240,17%"
MONNARI-TRADE,MONNARI,2009/Q4,"-1 710,80%","35,00%"
MONNARI-TRADE,MONNARI,2010/Q1,"-733,96%",
MONNARI-TRADE,MONNARI,2010/Q2,"-2 293,09%",
MONNARI-TRADE,MONNARI,2010/Q3,"-953,15%",
MONNARI-TRADE,MONNARI,2010/Q4,"5 015,09%",
MONNARI-TRADE,MONNARI,2011/Q1,"-2 444,21%",
MONNARI-TRADE,MONNARI,2011/Q2,"-2 222,96%",
MONNARI-TRADE,MONNARI,2011/Q3,"38,44%",
MONNARI-TRADE,MONNARI,2011/Q4,"-180,07%",
MONNARI-TRADE,MONNARI,2012/Q1,"-109,03%",
MONNARI-TRADE,MONNARI,2012/Q2,"-6,56%","62,49%"
MONNARI-TRADE,MONNARI,2012/Q3,"35,62%","175,92%"
MONNARI-TRADE,MONNARI,2012/Q4,"82,96%","55,34%"
MONNARI-TRADE,MONNARI,2013/Q1,"98,10%",
MONNARI-TRADE,MONNARI,2013/Q2,"78,87%",
MONNARI-TRADE,MONNARI,2013/Q3,"79,29%",
MONNARI-TRADE,MONNARI,2013/Q4,"79,16%",
MONNARI-TRADE,MONNARI,2014/Q1,"145,11%","-5,29%"
MONNARI-TRADE,MONNARI,2014/Q2,"186,89%","-152,75%"
MONNARI-TRADE,MONNARI,2014/Q3,"119,92%","-2 842,68%"
MONNARI-TRADE,MONNARI,2014/Q4,"112,80%",
MONNARI-TRADE,MONNARI,2015/Q1,"91,93%",
MONNARI-TRADE,MONNARI,2015/Q2,"83,87%",
MONNARI-TRADE,MONNARI,2015/Q3,"295,38%",
MONNARI-TRADE,MONNARI,2015/Q4,"416,32%",
MONNARI-TRADE,MONNARI,2016/Q1,"299,23%","16,82%"
MONNARI-TRADE,MONNARI,2016/Q2,"263,30%","52,22%"
MONNARI-TRADE,MONNARI,2016/Q3,"117,09%","63,20%"
MONNARI-TRADE,MONNARI,2016/Q4,"119,15%","31,33%"
MONNARI-TRADE,MONNARI,2017/Q1,"135,24%","56,45%"
MONNARI-TRADE,MONNARI,2017/Q2,"92,72%","47,73%"
MONNARI-TRADE,MONNARI,2017/Q3,"74,75%","38,93%"
MONNARI-TRADE,MONNARI,2017/Q4,"64,90%","65,40%"
MONNARI-TRADE,MONNARI,2018/Q1,"105,14%","131,57%"
MONNARI-TRADE,MONNARI,2018/Q2,"198,33%","307,40%"
MONNARI-TRADE,MONNARI,2018/Q3,"-199,25%","-127,57%"
MONNARI-TRADE,MONNARI,2018/Q4,"-193,63%","-155,73%"
MONNARI-TRADE,MONNARI,2019/Q1,"142,33%","1 138,99%"
MONNARI-TRADE,MONNARI,2019/Q2,"635,40%","-265,94%"
MONNARI-TRADE,MONNARI,2019/Q3,"63,53%","181,15%"
MONNARI-TRADE,MONNARI,2019/Q4,"56,63%","-3 055,75%"
MONNARI-TRADE,MONNARI,2020/Q1,"28,96%","198,46%"
MONNARI-TRADE,MONNARI,2020/Q2,"-14,53%","34,78%"
MONNARI-TRADE,MONNARI,2020/Q3,"-25,57%","49,28%"
MONNARI-TRADE,MONNARI,2020/Q4,"-88,71%","40,59%"
MONNARI-TRADE,MONNARI,2021/Q1,"-93,93%","62,59%"
MONNARI-TRADE,MONNARI,2021/Q2,"-51,32%","108,33%"
MONNARI-TRADE,MONNARI,2021/Q3,"-3,02%","110,92%"
MONNARI-TRADE,MONNARI,2021/Q4,"44,48%",
MONNARI-TRADE,MONNARI,2022/Q1,"65,37%","7,29%"
MONNARI-TRADE,MONNARI,2022/Q2,"117,20%",
MONNARI-TRADE,MONNARI,2022/Q3,"695,99%",
MONNARI-TRADE,MONNARI,2022/Q4,"-319,96%",
MONNARI-TRADE,MONNARI,2023/Q1,"-585,27%",
MONNARI-TRADE,MONNARI,2023/Q2,"-65,47%","-102,15%"
MONNARI-TRADE,MONNARI,2023/Q3,"56,87%","199,55%"
MONNARI-TRADE,MONNARI,2023/Q4,"63,02%","184,47%"
MONNARI-TRADE,MONNARI,2024/Q1,"105,73%",
MONNARI-TRADE,MONNARI,2024/Q2,"202,22%",
MONNARI-TRADE,MONNARI,2024/Q3,"-240,99%",
MONNARI-TRADE,MONNARI,2024/Q4,"-73,46%",
MONNARI-TRADE,MONNARI,2025/Q1,"-73,59%",
MOV,MOVIEGAMES,2016/Q4,,
MOV,MOVIEGAMES,2017/Q4,"14,81%","7,59%"
MOV,MOVIEGAMES,2018/Q3,"-18,55%","3,37%"
MOV,MOVIEGAMES,2018/Q4,"-21,01%","-352,11%"
MOV,MOVIEGAMES,2019/Q1,"-56,14%","-267,38%"
MOV,MOVIEGAMES,2019/Q2,"-56,96%","142,37%"
MOV,MOVIEGAMES,2019/Q3,"-131,71%","-115,35%"
MOV,MOVIEGAMES,2019/Q4,"182,35%",
MOV,MOVIEGAMES,2020/Q1,"65,65%",
MOV,MOVIEGAMES,2020/Q2,"96,23%",
MOV,MOVIEGAMES,2020/Q3,"96,55%","3,41%"
MOV,MOVIEGAMES,2020/Q4,"2 377,78%",
MOV,MOVIEGAMES,2021/Q1,"-1 004,36%",
MOV,MOVIEGAMES,2021/Q2,"-235,02%",
MOV,MOVIEGAMES,2021/Q3,"-316,33%",
MOV,MOVIEGAMES,2021/Q4,"-201,26%",
MOV,MOVIEGAMES,2022/Q1,"-172,59%","-17,23%"
MOV,MOVIEGAMES,2022/Q2,"-190,72%","-42,91%"
MOV,MOVIEGAMES,2022/Q3,"-111,74%","-150,56%"
MOV,MOVIEGAMES,2022/Q4,"-281,49%","-137,53%"
MOV,MOVIEGAMES,2023/Q1,"-201,79%","-444,55%"
MOV,MOVIEGAMES,2023/Q2,"-126,79%","34,31%"
MOV,MOVIEGAMES,2023/Q3,"-136,91%","70,09%"
MOV,MOVIEGAMES,2023/Q4,"-331,93%","164,60%"
MOV,MOVIEGAMES,2024/Q1,"-408,74%","206,55%"
MOV,MOVIEGAMES,2024/Q2,"-636,62%","267,49%"
MOV,MOVIEGAMES,2024/Q3,"-108,17%","59,12%"
MOV,MOVIEGAMES,2024/Q4,"27,24%","60,43%"
MOV,MOVIEGAMES,2025/Q1,"-12,14%","70,22%"
MIRBUD,MIRBUD,2007/Q4,"-30,38%","96,23%"
MIRBUD,MIRBUD,2008/Q4,"-82,90%","101,18%"
MIRBUD,MIRBUD,2009/Q1,"-216,87%","98,68%"
MIRBUD,MIRBUD,2009/Q2,"-551,84%","110,42%"
MIRBUD,MIRBUD,2009/Q3,"-450,94%","97,96%"
MIRBUD,MIRBUD,2009/Q4,"-116,01%","83,72%"
MIRBUD,MIRBUD,2010/Q1,"-55,94%","63,81%"
MIRBUD,MIRBUD,2010/Q2,"107,36%","99,18%"
MIRBUD,MIRBUD,2010/Q3,"106,54%","96,84%"
MIRBUD,MIRBUD,2010/Q4,"-68,01%","221,19%"
MIRBUD,MIRBUD,2011/Q1,"-49,38%","215,53%"
MIRBUD,MIRBUD,2011/Q2,"-24,14%","-346,32%"
MIRBUD,MIRBUD,2011/Q3,"-22,37%","-23,54%"
MIRBUD,MIRBUD,2011/Q4,"-74,23%","60,72%"
MIRBUD,MIRBUD,2012/Q1,"-48,39%","75,25%"
MIRBUD,MIRBUD,2012/Q2,"-74,75%","71,77%"
MIRBUD,MIRBUD,2012/Q3,"95,36%","80,65%"
MIRBUD,MIRBUD,2012/Q4,"45,71%","91,41%"
MIRBUD,MIRBUD,2013/Q1,"18,78%","94,53%"
MIRBUD,MIRBUD,2013/Q2,"45,21%","131,61%"
MIRBUD,MIRBUD,2013/Q3,"71,37%",
MIRBUD,MIRBUD,2013/Q4,"65,85%","64,18%"
MIRBUD,MIRBUD,2014/Q1,"45,93%","100,02%"
MIRBUD,MIRBUD,2014/Q2,"20,35%","35,00%"
MIRBUD,MIRBUD,2014/Q3,"23,73%","94,89%"
MIRBUD,MIRBUD,2014/Q4,"23,50%","110,92%"
MIRBUD,MIRBUD,2015/Q1,"21,55%","103,70%"
MIRBUD,MIRBUD,2015/Q2,"23,35%","117,11%"
MIRBUD,MIRBUD,2015/Q3,"28,74%","91,23%"
MIRBUD,MIRBUD,2015/Q4,"17,02%","53,00%"
MIRBUD,MIRBUD,2016/Q1,"179,35%","77,79%"
MIRBUD,MIRBUD,2016/Q2,"-96,78%",
MIRBUD,MIRBUD,2016/Q3,"-86,28%",
MIRBUD,MIRBUD,2016/Q4,"59,43%","105,89%"
MIRBUD,MIRBUD,2017/Q1,"87,40%","-65,28%"
MIRBUD,MIRBUD,2017/Q2,"96,47%","-63,48%"
MIRBUD,MIRBUD,2017/Q3,"30,36%","264,69%"
MIRBUD,MIRBUD,2017/Q4,"33,31%","92,08%"
MIRBUD,MIRBUD,2018/Q1,"31,81%","60,05%"
MIRBUD,MIRBUD,2018/Q2,"27,24%","49,77%"
MIRBUD,MIRBUD,2018/Q3,"31,23%","28,47%"
MIRBUD,MIRBUD,2018/Q4,"50,38%",
MIRBUD,MIRBUD,2019/Q1,"84,02%",
MIRBUD,MIRBUD,2019/Q2,"77,19%","64,68%"
MIRBUD,MIRBUD,2019/Q3,"90,06%","61,45%"
MIRBUD,MIRBUD,2019/Q4,"99,56%","31,03%"
MIRBUD,MIRBUD,2020/Q1,"39,70%","36,89%"
MIRBUD,MIRBUD,2020/Q2,"37,08%","47,79%"
MIRBUD,MIRBUD,2020/Q3,"32,48%","20,73%"
MIRBUD,MIRBUD,2020/Q4,"23,48%",
MIRBUD,MIRBUD,2021/Q1,"36,75%",
MIRBUD,MIRBUD,2021/Q2,"45,22%","1,00%"
MIRBUD,MIRBUD,2021/Q3,"49,49%","5,21%"
MIRBUD,MIRBUD,2021/Q4,"62,33%","23,36%"
MIRBUD,MIRBUD,2022/Q1,"75,02%","31,28%"
MIRBUD,MIRBUD,2022/Q2,"211,41%","138,61%"
MIRBUD,MIRBUD,2022/Q3,"-548,90%","-55,24%"
MIRBUD,MIRBUD,2022/Q4,"89,42%","9,24%"
MIRBUD,MIRBUD,2023/Q1,"230,21%","-23,49%"
MIRBUD,MIRBUD,2023/Q2,"95,79%","137,99%"
MIRBUD,MIRBUD,2023/Q3,"154,34%","-231,47%"
MIRBUD,MIRBUD,2023/Q4,"91,70%","428,58%"
MIRBUD,MIRBUD,2024/Q1,"64,17%","158,04%"
MIRBUD,MIRBUD,2024/Q2,"76,25%","57,49%"
MIRBUD,MIRBUD,2024/Q3,"53,65%","58,90%"
MIRBUD,MIRBUD,2024/Q4,"-252,62%","98,85%"
MIRBUD,MIRBUD,2025/Q1,"-38,17%","-111,09%"
MERCATOR,MERCATOR,2010/Q4,"-13,75%","461,93%"
MERCATOR,MERCATOR,2011/Q4,"12,82%","99,12%"
MERCATOR,MERCATOR,2012/Q4,"102,54%","70,53%"
MERCATOR,MERCATOR,2013/Q4,"357,34%","43,75%"
MERCATOR,MERCATOR,2014/Q1,"1 775,62%","42,76%"
MERCATOR,MERCATOR,2014/Q2,"88,60%","76,27%"
MERCATOR,MERCATOR,2014/Q3,"-646,15%","120,45%"
MERCATOR,MERCATOR,2014/Q4,"79,74%","130,75%"
MERCATOR,MERCATOR,2015/Q1,"92,20%","130,75%"
MERCATOR,MERCATOR,2015/Q2,"297,13%","101,17%"
MERCATOR,MERCATOR,2015/Q3,"88,06%","93,09%"
MERCATOR,MERCATOR,2015/Q4,"130,39%","85,24%"
MERCATOR,MERCATOR,2016/Q1,"-380,52%","82,83%"
MERCATOR,MERCATOR,2016/Q2,"84,01%","84,28%"
MERCATOR,MERCATOR,2016/Q3,"174,44%","85,24%"
MERCATOR,MERCATOR,2016/Q4,"83,69%","64,57%"
MERCATOR,MERCATOR,2017/Q1,"59,23%","67,83%"
MERCATOR,MERCATOR,2017/Q2,"94,34%","87,19%"
MERCATOR,MERCATOR,2017/Q3,"26,21%","95,65%"
MERCATOR,MERCATOR,2017/Q4,"20,81%","101,83%"
MERCATOR,MERCATOR,2018/Q1,"44,40%","87,87%"
MERCATOR,MERCATOR,2018/Q2,"104,16%","102,09%"
MERCATOR,MERCATOR,2018/Q3,"124,43%","98,70%"
MERCATOR,MERCATOR,2018/Q4,"-90,91%","111,95%"
MERCATOR,MERCATOR,2019/Q1,"-2,24%","216,28%"
MERCATOR,MERCATOR,2019/Q2,"-2,17%","93,68%"
MERCATOR,MERCATOR,2019/Q3,"-2,86%","67,28%"
MERCATOR,MERCATOR,2019/Q4,"-6,04%","110,17%"
MERCATOR,MERCATOR,2020/Q1,"112,65%","132,86%"
MERCATOR,MERCATOR,2020/Q2,"114,51%","8,15%"
MERCATOR,MERCATOR,2020/Q3,"107,10%","2,89%"
MERCATOR,MERCATOR,2020/Q4,"130,56%","29,52%"
MERCATOR,MERCATOR,2021/Q1,"137,65%","59,48%"
MERCATOR,MERCATOR,2021/Q2,"253,02%","176,74%"
MERCATOR,MERCATOR,2021/Q3,"139,71%","182,28%"
MERCATOR,MERCATOR,2021/Q4,"88,84%","136,05%"
MERCATOR,MERCATOR,2022/Q1,"45,21%",
MERCATOR,MERCATOR,2022/Q2,"6,86%",
MERCATOR,MERCATOR,2022/Q3,"16,18%","64,17%"
MERCATOR,MERCATOR,2022/Q4,"-464,84%","372,37%"
MERCATOR,MERCATOR,2023/Q1,"-13 047,81%","-1 509,68%"
MERCATOR,MERCATOR,2023/Q2,"-416,46%","119,17%"
MERCATOR,MERCATOR,2023/Q3,"-703,15%","-2 693,87%"
MERCATOR,MERCATOR,2023/Q4,"22 879,07%",
MERCATOR,MERCATOR,2024/Q1,"119,95%",
MERCATOR,MERCATOR,2024/Q2,"-72,87%",
MERCATOR,MERCATOR,2024/Q3,"189,73%",
MERCATOR,MERCATOR,2024/Q4,"-70,85%","-7,76%"
MERCATOR,MERCATOR,2025/Q1,"-67,70%",
MOSTOSTAL-PLOCK,MOSTALPLC,2004/Q4,"333,43%",
MOSTOSTAL-PLOCK,MOSTALPLC,2005/Q4,"15,24%",
MOSTOSTAL-PLOCK,MOSTALPLC,2006/Q1,"3,59%",
MOSTOSTAL-PLOCK,MOSTALPLC,2006/Q2,"-11,44%",
MOSTOSTAL-PLOCK,MOSTALPLC,2006/Q3,"32,81%",
MOSTOSTAL-PLOCK,MOSTALPLC,2006/Q4,"-55,01%",
MOSTOSTAL-PLOCK,MOSTALPLC,2007/Q1,"-144,45%",
MOSTOSTAL-PLOCK,MOSTALPLC,2007/Q2,"-540,94%",
MOSTOSTAL-PLOCK,MOSTALPLC,2007/Q3,"225,62%","62,69%"
MOSTOSTAL-PLOCK,MOSTALPLC,2007/Q4,"83,18%","20,15%"
MOSTOSTAL-PLOCK,MOSTALPLC,2008/Q1,"128,80%","32,29%"
MOSTOSTAL-PLOCK,MOSTALPLC,2008/Q2,"374,58%","125,92%"
MOSTOSTAL-PLOCK,MOSTALPLC,2008/Q3,"1 376,61%","-46,22%"
MOSTOSTAL-PLOCK,MOSTALPLC,2008/Q4,"122,94%","359,77%"
MOSTOSTAL-PLOCK,MOSTALPLC,2009/Q1,"71,97%","73,86%"
MOSTOSTAL-PLOCK,MOSTALPLC,2009/Q2,"64,34%","26,51%"
MOSTOSTAL-PLOCK,MOSTALPLC,2009/Q3,"51,42%","13,55%"
MOSTOSTAL-PLOCK,MOSTALPLC,2009/Q4,"-1 025,30%","-18,53%"
MOSTOSTAL-PLOCK,MOSTALPLC,2010/Q1,"-916,82%","-28,82%"
MOSTOSTAL-PLOCK,MOSTALPLC,2010/Q2,"-305,67%","-20,81%"
MOSTOSTAL-PLOCK,MOSTALPLC,2010/Q3,"249,00%","-66,97%"
MOSTOSTAL-PLOCK,MOSTALPLC,2010/Q4,"8,44%","14,67%"
MOSTOSTAL-PLOCK,MOSTALPLC,2011/Q1,"9,31%",
MOSTOSTAL-PLOCK,MOSTALPLC,2011/Q2,"-17,60%",
MOSTOSTAL-PLOCK,MOSTALPLC,2011/Q3,"-270,77%",
MOSTOSTAL-PLOCK,MOSTALPLC,2011/Q4,"113,78%",
MOSTOSTAL-PLOCK,MOSTALPLC,2012/Q1,"54,10%",
MOSTOSTAL-PLOCK,MOSTALPLC,2012/Q2,"253,97%",
MOSTOSTAL-PLOCK,MOSTALPLC,2012/Q3,"3,74%",
MOSTOSTAL-PLOCK,MOSTALPLC,2012/Q4,"96,55%",
MOSTOSTAL-PLOCK,MOSTALPLC,2013/Q1,"15,51%",
MOSTOSTAL-PLOCK,MOSTALPLC,2013/Q2,"-20,16%",
MOSTOSTAL-PLOCK,MOSTALPLC,2013/Q3,"-132,47%",
MOSTOSTAL-PLOCK,MOSTALPLC,2013/Q4,"-151,38%",
MOSTOSTAL-PLOCK,MOSTALPLC,2014/Q1,"-2 251,97%",
MOSTOSTAL-PLOCK,MOSTALPLC,2014/Q2,"81,00%",
MOSTOSTAL-PLOCK,MOSTALPLC,2014/Q3,"53,09%",
MOSTOSTAL-PLOCK,MOSTALPLC,2014/Q4,"-46,11%","-1,60%"
MOSTOSTAL-PLOCK,MOSTALPLC,2015/Q1,"21,26%","0,42%"
MOSTOSTAL-PLOCK,MOSTALPLC,2015/Q2,"7,45%","0,83%"
MOSTOSTAL-PLOCK,MOSTALPLC,2015/Q3,"-146,49%","-2,10%"
MOSTOSTAL-PLOCK,MOSTALPLC,2015/Q4,"16,73%","6,47%"
MOSTOSTAL-PLOCK,MOSTALPLC,2016/Q1,"6,94%","-0,45%"
MOSTOSTAL-PLOCK,MOSTALPLC,2016/Q2,"22,94%","-0,45%"
MOSTOSTAL-PLOCK,MOSTALPLC,2016/Q3,"31,55%","-1,35%"
MOSTOSTAL-PLOCK,MOSTALPLC,2016/Q4,"45,75%","-3,12%"
MOSTOSTAL-PLOCK,MOSTALPLC,2017/Q1,"57,33%","-17,94%"
MOSTOSTAL-PLOCK,MOSTALPLC,2017/Q2,"16,39%","37,19%"
MOSTOSTAL-PLOCK,MOSTALPLC,2017/Q3,"-110,48%","18,87%"
MOSTOSTAL-PLOCK,MOSTALPLC,2017/Q4,"-259,26%","103,40%"
MOSTOSTAL-PLOCK,MOSTALPLC,2018/Q1,"-6 825,79%","96,61%"
MOSTOSTAL-PLOCK,MOSTALPLC,2018/Q2,"-94,83%","1,53%"
MOSTOSTAL-PLOCK,MOSTALPLC,2018/Q3,"-253,49%",
MOSTOSTAL-PLOCK,MOSTALPLC,2018/Q4,"-46,64%",
MOSTOSTAL-PLOCK,MOSTALPLC,2019/Q1,"36,01%",
MOSTOSTAL-PLOCK,MOSTALPLC,2019/Q2,"-45,32%",
MOSTOSTAL-PLOCK,MOSTALPLC,2019/Q3,"231,18%",
MOSTOSTAL-PLOCK,MOSTALPLC,2019/Q4,"-124,27%",
MOSTOSTAL-PLOCK,MOSTALPLC,2020/Q1,"62,79%","3,51%"
MOSTOSTAL-PLOCK,MOSTALPLC,2020/Q2,"55,65%","13,70%"
MOSTOSTAL-PLOCK,MOSTALPLC,2020/Q3,"61,96%","8,40%"
MOSTOSTAL-PLOCK,MOSTALPLC,2020/Q4,"70,63%","18,15%"
MOSTOSTAL-PLOCK,MOSTALPLC,2021/Q1,"31,07%","10,80%"
MOSTOSTAL-PLOCK,MOSTALPLC,2021/Q2,"78,13%","9,80%"
MOSTOSTAL-PLOCK,MOSTALPLC,2021/Q3,"55,12%","7,84%"
MOSTOSTAL-PLOCK,MOSTALPLC,2021/Q4,"67,69%","2,94%"
MOSTOSTAL-PLOCK,MOSTALPLC,2022/Q1,"134,51%","5,72%"
MOSTOSTAL-PLOCK,MOSTALPLC,2022/Q2,"208,22%","53,82%"
MOSTOSTAL-PLOCK,MOSTALPLC,2022/Q3,"8 963,86%","-11,33%"
MOSTOSTAL-PLOCK,MOSTALPLC,2022/Q4,"1 000,72%","-15,58%"
MOSTOSTAL-PLOCK,MOSTALPLC,2023/Q1,"0,59%","-36,47%"
MOSTOSTAL-PLOCK,MOSTALPLC,2023/Q2,"13,45%","-6,30%"
MOSTOSTAL-PLOCK,MOSTALPLC,2023/Q3,"206,48%","-59,37%"
MOSTOSTAL-PLOCK,MOSTALPLC,2023/Q4,"2 364,24%","-204,26%"
MOSTOSTAL-PLOCK,MOSTALPLC,2024/Q1,"118,71%","-39,83%"
MOSTOSTAL-PLOCK,MOSTALPLC,2024/Q2,"184,44%","-166,61%"
MOSTOSTAL-PLOCK,MOSTALPLC,2024/Q3,"103,11%","-68,77%"
MOSTOSTAL-PLOCK,MOSTALPLC,2024/Q4,"30,90%",
MOSTOSTAL-PLOCK,MOSTALPLC,2025/Q1,"17,58%",
MOSTOSTAL-WARSZAWA,MOSTALWAR,2004/Q4,"318,90%",
MOSTOSTAL-WARSZAWA,MOSTALWAR,2005/Q4,"140,11%",
MOSTOSTAL-WARSZAWA,MOSTALWAR,2006/Q1,"242,39%",
MOSTOSTAL-WARSZAWA,MOSTALWAR,2006/Q2,"2,20%","9,95%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2006/Q3,"9,60%","12,16%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2006/Q4,"38,67%","9,78%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2007/Q1,"-51,80%","-10,22%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2007/Q2,"-527,50%",
MOSTOSTAL-WARSZAWA,MOSTALWAR,2007/Q3,"-519,47%",
MOSTOSTAL-WARSZAWA,MOSTALWAR,2007/Q4,"52,05%",
MOSTOSTAL-WARSZAWA,MOSTALWAR,2008/Q1,"81,94%",
MOSTOSTAL-WARSZAWA,MOSTALWAR,2008/Q2,"70,19%","14,06%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2008/Q3,"90,97%","25,75%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2008/Q4,"121,24%","54,35%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2009/Q1,"45,24%","25,75%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2009/Q2,"41,31%","20,06%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2009/Q3,"26,26%","16,57%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2009/Q4,"54,87%","36,68%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2010/Q1,"154,96%","146,02%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2010/Q2,"-4 092,53%","-106,59%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2010/Q3,"-170,87%","-37,78%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2010/Q4,"49,07%","53,87%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2011/Q1,"-108,64%","-26,47%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2011/Q2,"-24,58%","-31,84%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2011/Q3,"2,98%","-20,41%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2011/Q4,"64,65%","-5,97%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2012/Q1,"58,48%","-13,95%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2012/Q2,"73,25%","-18,06%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2012/Q3,"90,61%","23,55%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2012/Q4,"36,41%","-7,98%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2013/Q1,"81,13%","29,29%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2013/Q2,"97,36%","-18,37%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2013/Q3,"99,34%","-10,38%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2013/Q4,"134,18%","-3,85%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2014/Q1,"324,16%","8,58%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2014/Q2,"-264,34%",
MOSTOSTAL-WARSZAWA,MOSTALWAR,2014/Q3,"-110,84%",
MOSTOSTAL-WARSZAWA,MOSTALWAR,2014/Q4,"-7,82%",
MOSTOSTAL-WARSZAWA,MOSTALWAR,2015/Q1,"-5,35%",
MOSTOSTAL-WARSZAWA,MOSTALWAR,2015/Q2,"-5,85%",
MOSTOSTAL-WARSZAWA,MOSTALWAR,2015/Q3,"-5,12%",
MOSTOSTAL-WARSZAWA,MOSTALWAR,2015/Q4,"16,40%",
MOSTOSTAL-WARSZAWA,MOSTALWAR,2016/Q1,"45,59%",
MOSTOSTAL-WARSZAWA,MOSTALWAR,2016/Q2,"113,41%",
MOSTOSTAL-WARSZAWA,MOSTALWAR,2016/Q3,"82,19%",
MOSTOSTAL-WARSZAWA,MOSTALWAR,2016/Q4,"-13,24%","-0,42%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2017/Q1,"-10,61%","-0,38%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2017/Q2,"-14,94%",
MOSTOSTAL-WARSZAWA,MOSTALWAR,2017/Q3,"0,06%",
MOSTOSTAL-WARSZAWA,MOSTALWAR,2017/Q4,"-2,01%",
MOSTOSTAL-WARSZAWA,MOSTALWAR,2018/Q1,"19,58%","-1,20%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2018/Q2,"72,25%","-6,82%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2018/Q3,"42,80%","-6,03%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2018/Q4,"-145,79%","6,19%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2019/Q1,"1 107,28%","10,53%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2019/Q2,"-394,79%","18,20%"
MOSTOSTAL-WARSZAWA,MOSTALWAR,2019/Q3,"-54,27%",
